 од	¬озраст	—реднемес€чный расход	—редн€€ продолжительность разговоров	«вонков днем за мес€ц	«вонков вечером за мес€ц	«вонков ночью за мес€ц	«вонки в другие города	«вонки в другие страны	ƒол€ звонков на стационарные телефоны	 оличество SMS за мес€ц
2143	41	559.86	4.7	33	141	0	29	2	29	27
2144	29	159.57	1.5	59	84	0	31	0	1	35
2145	57	450.9	3.9	66	86	5	44	1	1	3
2146	28	125.01	2.5	43	18	1	4	0	20	22
2147	51	749.88	5.4	69	119	4	29	0	11	5
2148	54	398.89	6.2	31	57	0	0	0	5	4
2149	36	146.45	1.9	55	44	0	7	0	21	45
2150	52	704.9	3.8	82	149	0	0	0	18	5
2151	21	108.54	1.2	37	105	0	0	0	0	36
2152	58	376.08	4.1	66	51	0	0	0	6	5
2153	51	169.05	1.4	58	90	3	2	0	10	5
2154	67	33.12	2.3	3	9	0	0	0	7	0
2155	34	12.53	0.9	9	7	2	0	0	0	0
2156	33	107.91	1.1	70	54	2	1	0	8	29
2157	29	600.6	6.5	67	34	6	0	0	7	21
2158	40	266.42	2.2	82	57	0	0	0	8	27
2159	49	515.72	4.4	65	93	0	0	0	28	3
2160	51	192.34	3.3	60	4	5	2	3	1	3
2161	19	5.89	0.1	48	41	7	0	0	13	48
2162	54	8.55	1.9	3	2	0	0	0	0	0
2163	53	20.28	1.3	6	7	0	0	0	3	3
2164	29	3275.16	19.6	112	150	33	8	0	5	120
2165	24	197.92	2.6	39	77	7	0	0	0	62
2167	30	189.84	2.4	58	31	0	0	0	8	31
2168	60	417.2	4	53	75	0	37	1	21	3
2169	45	311.88	3.2	58	71	0	2	0	2	4
2170	50	337.04	3.7	57	63	0	19	1	8	0
2171	19	195.43	2.6	42	71	10	0	0	2	21
2172	49	98.54	1.3	50	47	4	0	0	15	2
2173	49	815.23	8.1	70	59	0	30	0	22	5
2174	26	254.55	3.6	30	69	0	4	0	0	11
2175	49	803.26	6.5	104	47	0	0	1	16	2
2176	30	1352.11	8.2	143	136	46	46	2	1	171
2177	30	180.53	2.6	55	29	4	0	1	26	56
2178	26	1398.03	9	120	132	65	9	0	2	50
2180	57	170.4	2.5	36	57	0	0	2	11	3
2181	46	327.83	4.7	52	36	1	5	0	5	5
2182	20	90.77	3	32	12	7	2	0	2	16
2183	60	467.81	3.4	65	125	0	26	0	0	2
2184	28	1614.06	9.8	118	140	33	9	0	2	178
2185	46	227.03	1.8	69	101	0	14	0	13	4
2186	54	196.71	1.6	58	112	0	28	0	3	5
2187	47	444.69	3.9	104	32	0	5	0	0	5
2188	48	206.9	2.9	31	69	0	31	2	16	2
2189	69	21.12	1.6	5	6	0	0	0	4	3
2190	43	155.94	1.6	53	79	0	5	0	10	69
2191	24	280.92	3	34	106	14	0	0	1	68
2192	40	472.97	3.3	55	148	0	2	0	18	13
2193	36	14	1.9	3	6	0	0	0	0	0
2194	40	174.54	2	34	88	2	19	0	5	24
2195	47	1086.64	7.9	53	120	3	0	1	1	4
2196	46	314.93	3.2	58	72	3	29	0	20	1
2197	39	1000.6	6.6	65	146	0	0	0	7	35
2198	46	1145.71	6.8	191	65	17	27	0	28	10
2199	44	14.04	1.2	3	10	0	0	0	0	0
2200	21	215.74	2.3	19	110	10	2	0	2	21
2202	70	38.28	2.9	10	1	0	0	0	4	1
2203	58	190.59	1.6	68	91	0	4	0	11	5
2204	29	896.04	7.6	54	119	47	11	0	0	120
2205	66	30.72	3.2	2	6	0	0	0	3	1
2206	58	152.12	1.2	62	111	0	2	0	30	5
2207	50	240.79	2	67	94	0	26	0	17	0
2208	21	130.46	3.2	43	4	34	0	0	4	59
2209	70	34.68	1.7	5	12	0	0	0	9	1
2210	21	138.88	1.6	39	80	10	0	1	0	17
2211	48	193.97	1.5	111	43	8	0	0	13	1
2212	26	295.96	2.8	49	80	4	0	0	2	39
2213	34	228.14	2.9	32	77	3	33	0	11	15
2214	29	87.14	1.2	58	32	0	0	0	15	31
2215	24	347.26	3	110	75	54	17	0	4	73
2216	37	198.17	1.7	96	48	0	1	0	1	52
2217	45	340.2	3	48	94	0	0	1	18	4
2218	30	513.24	3.9	55	111	0	0	0	1	13
2219	29	216.4	2.7	57	33	3	41	0	11	20
2220	58	218.75	1.7	91	73	2	4	0	14	4
2221	20	41.47	0.7	9	80	8	0	0	5	78
2222	48	210.21	3.3	38	38	0	25	0	19	3
2223	51	278.43	3.7	48	39	3	4	0	4	2
2224	47	190.85	1.4	85	93	2	0	0	4	1
2225	43	712.17	5.2	43	155	0	0	0	25	28
2226	52	6.55	1	4	4	0	0	0	0	0
2227	19	352.2	5.7	26	70	2	5	0	15	55
2228	34	332.5	3.8	84	6	0	0	0	2	9
2229	68	48.72	2.9	6	8	0	0	0	7	3
2230	54	104.72	1.7	33	42	0	27	1	18	1
2231	64	44.88	2.2	16	1	0	0	0	3	3
2232	42	704.48	7.4	61	50	0	33	0	11	18
2233	54	5.57	1.7	2	2	0	0	0	0	0
2234	48	625.8	6	59	66	0	21	0	28	5
2235	25	427.43	6.1	37	58	0	2	0	1	32
2236	50	25.23	2.2	7	6	2	0	0	0	0
2237	51	225.37	5.8	30	18	2	43	0	8	5
2238	31	256.77	2.9	55	61	2	0	0	26	3
2239	50	420.42	5.5	62	32	0	28	0	10	3
2240	59	1098.06	5.2	272	52	15	23	0	56	10
2241	46	392.01	6.8	41	31	3	5	0	23	3
2242	44	808.92	5.4	82	98	2	4	0	3	26
2243	44	149.69	2	53	41	3	28	0	20	35
2244	23	100.61	1.3	55	51	31	0	1	0	20
2245	44	314.68	3.8	58	46	4	20	0	4	36
2246	44	3694.32	14.4	289	72	11	30	8	28	0
2247	45	718.54	4.7	112	82	0	0	0	30	4
2248	47	489.22	4	104	46	0	4	0	2	2
2249	48	360.22	2.9	47	129	0	6	0	29	5
2250	26	2466.94	16.4	107	147	43	2	2	12	87
2251	43	13.51	1.1	4	10	2	0	0	0	0
2252	35	776.58	6.6	113	75	55	6	0	8	38
2253	29	879.31	6.8	67	108	2	0	0	30	22
2254	60	752.23	9.8	48	50	7	24	0	0	3
2255	58	375.32	2.4	114	85	1	42	2	16	5
2256	32	939.36	7.6	56	131	38	5	2	7	42
2257	28	463.74	5.6	54	54	0	5	0	28	17
2258	31	507.96	3.4	111	111	54	45	0	6	116
2259	41	243.65	1.7	46	160	0	0	0	4	16
2260	30	1450.29	11.4	105	113	30	12	2	2	53
2261	44	3343.2	12	269	120	18	68	11	28	0
2262	46	656.04	6.6	41	83	2	2	0	24	4
2263	57	530.67	3.8	40	139	7	19	0	12	5
2264	21	385.84	5.3	34	70	0	2	0	5	50
2265	28	514.25	3.9	37	155	0	33	0	5	6
2266	26	414.96	3.9	53	76	4	0	0	20	30
2267	20	21.15	0.4	32	48	6	2	0	2	12
2268	30	165.81	1.9	33	90	0	23	0	12	23
2269	59	162.43	2.5	31	58	0	18	0	11	4
2270	48	1536.7	7.4	254	52	40	9	6	24	8
2271	46	79.5	1.2	43	43	0	1	0	17	3
2272	39	223.4	1.4	83	132	3	0	0	2	33
2273	31	594.05	4	149	96	54	8	3	14	18
2274	34	717.01	8.4	50	63	0	15	0	3	56
2275	27	261.62	2.5	38	95	3	33	0	5	28
2276	21	334.93	4.4	55	61	7	0	0	6	110
2277	32	935.13	7.3	36	132	0	0	0	3	21
2278	27	2580.36	8.2	347	147	0	7	0	25	0
2279	24	81.98	3.9	28	5	0	0	1	7	69
2280	50	77.08	1.1	33	63	0	0	0	27	1
2281	57	204.82	2.2	61	45	4	4	1	17	3
2282	57	199.36	1.6	68	80	4	15	0	4	1
2283	60	105.49	1.2	41	80	0	0	0	23	1
2284	20	7.13	1.4	5	3	0	0	0	2	80
2285	49	120.54	1.2	40	85	3	27	3	26	2
2286	28	1385.52	9.2	101	137	26	10	0	4	106
2287	50	967	9.7	67	60	3	0	0	15	2
2288	33	17.04	1.3	8	8	0	0	0	0	0
2289	70	77.76	2.7	15	9	0	0	0	2	2
2290	69	1461.91	6	249	129	9	25	10	58	8
2291	43	79.18	1.1	29	72	0	31	0	17	6
2292	34	1214.4	9.2	98	102	40	7	0	11	66
2293	57	506.73	3.7	95	81	0	27	0	10	4
2294	57	687.2	6.2	70	75	2	0	0	5	2
2296	42	554.61	5.7	41	80	2	4	0	19	37
2297	51	784.78	8	52	81	0	0	0	14	5
2298	51	151.29	1.9	65	33	2	2	0	21	5
2299	44	89.32	1.1	62	25	6	0	0	13	24
2300	60	190.12	2.8	38	43	0	1	0	4	5
2301	50	21.6	2	9	3	0	0	0	0	0
2302	51	281.3	2.3	34	144	0	0	0	10	2
2303	57	148.8	1.6	53	71	0	30	0	1	5
2304	57	158.68	4.7	31	7	6	12	1	4	3
2305	35	1031.18	7.6	88	138	45	31	0	6	118
2306	63	30.72	1.6	9	7	0	0	0	3	0
2307	47	1021.72	8.9	65	72	0	0	0	20	3
2308	33	362.71	5.2	33	61	3	0	0	9	5
2309	34	355.25	3.3	90	42	0	0	0	30	15
2310	51	341.11	4.5	36	69	0	34	0	30	1
2311	31	506.1	3	91	113	0	31	0	23	17
2312	35	285.89	3.4	88	6	4	0	0	2	4
2313	44	704.52	7.9	66	47	0	0	0	23	47
2314	21	249.9	2.1	36	119	30	0	0	6	113
2315	60	159	2.4	31	60	0	4	1	28	1
2316	19	77.71	0.8	34	106	25	0	0	4	63
2317	53	4.5	1	3	2	1	0	0	0	0
2318	56	410.87	5	69	28	8	3	0	17	0
2319	38	107.78	1.2	62	52	4	4	0	1	12
2320	29	218.11	3.2	49	38	0	3	0	3	48
2321	54	881.93	7.1	68	98	2	0	0	10	3
2322	29	546.67	2.8	109	153	1	0	0	16	25
2323	31	859.82	6.8	107	47	1	0	0	5	8
2324	29	1326.51	8.6	133	132	35	12	0	8	89
2325	27	256.39	2.3	38	121	0	0	1	13	8
2326	65	113.4	2.1	27	18	0	0	0	3	2
2327	55	773.38	5.7	66	120	0	7	1	13	4
2328	31	521.7	6	65	44	3	2	0	6	11
2329	56	553.84	8.6	45	28	0	7	0	1	1
2330	58	336.21	2.9	67	87	0	5	0	20	3
2331	21	483	4	56	113	7	0	0	0	93
2332	48	420.93	3.2	94	72	3	0	0	1	5
2333	51	124.85	1.4	63	51	0	0	0	21	1
2334	44	347.17	5	39	54	0	0	2	23	41
2335	20	225.63	2.2	54	107	0	0	0	5	108
2336	39	685.28	4.4	59	160	3	12	0	12	5
2337	38	787.91	9.3	48	63	4	0	0	1	15
2338	45	349.59	3.2	84	52	1	0	0	22	4
2339	48	269.99	2.9	64	42	2	19	0	30	1
2340	52	418.64	5.3	46	59	0	29	0	28	2
2341	37	267.99	3.1	84	3	5	5	0	7	1
2342	20	38.38	0.5	58	61	3	0	0	6	115
2343	54	451.57	5.1	38	84	4	7	0	28	2
2344	70	10.56	1.1	3	5	0	0	0	3	1
2345	54	260.47	2.9	38	85	4	0	0	3	4
2346	20	103.19	2	19	61	2	4	0	2	22
2347	50	89.43	1.2	69	19	2	0	0	2	1
2348	40	10.24	1	6	6	1	0	0	0	0
2349	47	254.16	3.8	40	49	0	32	0	6	5
2351	49	19.16	1.8	8	5	0	0	0	0	0
2352	35	1365.44	9.6	110	102	97	4	0	5	17
2353	43	1114.54	7.6	100	67	3	17	0	9	55
2354	54	545.02	6.9	48	57	0	20	0	12	3
2355	43	274.12	2.2	60	94	0	0	0	18	24
2356	19	54.27	1.2	34	32	10	0	1	1	49
2357	24	113.4	1.5	40	67	2	0	0	3	27
2358	21	53.89	0.9	21	61	24	0	0	7	18
2359	43	271.74	2.7	63	69	0	3	2	13	35
2360	52	178.36	2.6	31	54	0	42	2	7	4
2361	55	176.39	2.6	56	25	5	18	0	16	1
2362	21	76.44	2.4	8	42	0	0	0	0	47
2363	44	362.07	2.8	78	93	0	30	0	15	15
2364	19	410.93	5.9	44	53	5	0	0	10	11
2365	36	411.6	4.2	53	66	0	0	0	11	42
2366	47	308.05	3.9	53	47	6	0	0	6	1
2367	41	982.45	9.7	72	58	0	42	0	19	41
2368	46	280.28	2	62	131	4	0	0	19	1
2369	25	1489.38	9.2	122	122	105	16	2	13	66
2370	50	347.8	3.9	35	91	0	7	1	2	5
2371	42	175.18	2	67	42	3	2	3	2	34
2372	60	724.59	6.5	73	72	0	25	0	12	5
2373	50	193.97	1.5	82	87	2	4	0	22	1
2375	56	315	2.5	59	97	0	9	0	2	4
2376	35	1347.73	9.3	111	68	7	6	0	6	48
2377	40	302.7	3.2	38	93	3	35	0	13	23
2378	40	136.22	1.4	53	64	2	34	0	8	8
2379	48	672.42	5.2	80	89	2	4	0	10	3
2380	25	379.81	4.5	33	85	1	6	0	4	52
2381	36	840.79	5.8	113	133	39	48	0	0	82
2382	19	547.23	5.9	47	77	17	2	1	0	91
2383	49	671.94	7.3	41	84	5	6	0	0	3
2384	30	1765.22	12.2	108	141	32	49	0	0	77
2385	38	301.68	3.2	58	67	0	5	0	16	40
2386	56	125.04	2.6	50	5	1	39	0	3	1
2387	25	372.01	4	55	67	2	6	0	4	8
2388	58	287.92	2	102	82	0	3	1	1	5
2389	36	329.33	5.5	38	40	0	1	0	22	3
2390	32	1166.04	7.6	139	104	76	9	0	13	47
2391	60	1123.5	7.5	48	146	0	3	0	2	2
2392	53	3638.54	13.6	296	124	0	48	7	30	14
2393	45	275.38	2.2	63	104	7	4	0	3	4
2394	26	108.32	1.9	37	34	7	31	1	10	14
2395	20	401.38	6.1	31	62	2	3	0	3	109
2396	24	619.92	5.6	66	90	57	47	0	0	79
2397	51	173.95	3.5	32	26	0	0	0	13	3
2398	52	27.52	2.1	11	5	0	0	0	0	0
2399	45	178.87	2.4	42	58	0	4	0	4	4
2400	50	27.52	2.4	5	9	0	0	0	0	0
2401	32	267.12	1.8	54	136	0	16	0	20	16
2402	45	190.82	2.9	39	39	0	0	1	9	4
2403	56	268.56	3.1	63	47	0	3	0	4	3
2404	27	516.6	3.6	43	144	0	2	0	13	6
2405	38	584.77	7.2	42	68	1	0	0	16	5
2406	23	56.1	0.7	41	72	3	0	0	5	69
2407	45	528.64	6.4	37	66	0	19	1	10	5
2408	58	222.95	1.4	66	155	4	21	0	15	4
2409	59	322.48	2.7	45	122	3	38	0	3	1
2410	50	163.23	2.5	35	51	5	4	0	19	1
2411	42	188.42	1.7	48	106	0	0	0	19	32
2412	65	31.68	2.4	8	3	0	0	0	7	3
2413	69	25.2	1	18	3	0	0	0	10	2
2414	50	7.21	1.1	2	6	0	0	0	0	0
2415	51	764.26	5.3	68	109	2	33	3	5	2
2416	38	2742.28	7	482	123	20	41	0	25	15
2417	53	570.57	3.8	70	115	1	13	3	25	5
2418	54	759.3	8	60	65	0	1	0	14	4
2419	27	321.05	2.4	109	57	0	0	0	4	18
2420	20	7.9	0.1	46	74	8	0	0	2	37
2421	56	220.27	2.6	40	77	0	0	0	12	0
2422	28	335.38	3.9	32	90	0	0	0	11	63
2423	53	24.32	2.7	7	4	0	0	0	0	0
2424	28	347.61	3.4	52	85	5	16	2	12	16
2425	70	72.96	1.9	19	13	0	0	0	7	1
2426	29	1633.63	11	113	134	50	49	0	5	120
2427	33	3446.1	9	470	77	0	4	5	13	15
2428	42	296.59	3.8	40	54	1	5	0	1	17
2429	42	707.32	6.4	66	79	3	0	0	3	17
2430	50	283.78	3	53	71	5	29	0	22	5
2432	42	259.13	2.4	53	93	3	7	0	12	34
2433	35	232.38	2.4	64	62	0	0	0	1	19
2434	30	312.48	3.6	44	62	0	7	0	13	47
2435	40	103.95	1.1	58	53	0	3	0	3	61
2436	53	211.48	1.6	47	139	5	0	0	19	5
2437	34	299.6	2	104	68	0	3	0	3	15
2438	49	307.67	3	55	83	0	4	0	29	0
2439	40	277.2	4	42	39	2	0	1	8	64
2440	26	352.39	2.8	105	83	85	4	0	10	141
2441	29	448.21	3.8	60	81	5	44	0	0	8
2442	20	67.2	1	46	50	0	0	0	3	44
2443	44	487.69	4.8	45	95	3	15	0	12	65
2444	19	181.54	3	40	55	0	0	0	12	47
2445	60	234.42	3.2	38	62	0	1	2	14	4
2446	60	665.6	8.1	65	33	8	19	0	10	5
2447	34	383.04	3.8	40	87	0	2	0	26	29
2448	69	30.24	1.4	4	14	0	0	0	5	1
2449	55	74.52	2.7	16	7	0	0	0	12	3
2450	30	71.12	1.1	37	47	5	4	3	22	25
2451	45	235.69	2.5	34	100	0	0	0	8	3
2452	44	173.07	2.6	47	36	5	2	0	8	12
2453	35	755.3	6.5	84	48	0	31	1	8	21
2454	47	92.12	1.4	44	32	0	18	0	4	3
2455	26	1289.34	7.8	117	128	61	7	0	10	67
2456	45	564.06	7.7	55	38	0	22	0	10	1
2457	50	13.76	1.4	3	9	0	0	0	0	0
2458	42	197.92	1.3	60	154	0	0	0	16	41
2459	58	217.22	2.2	60	69	2	0	0	2	4
2460	62	36	2.5	10	2	0	0	0	5	3
2461	33	392.74	5.9	60	17	5	0	1	4	18
2462	68	5.4	1.5	1	2	0	0	0	11	0
2463	27	66.57	1.1	41	34	6	0	0	10	25
2464	19	31.24	0.9	14	37	7	0	0	5	42
2465	41	294.29	3	48	86	0	0	0	21	11
2466	19	237.3	3	35	78	0	0	0	4	44
2467	62	15.6	1	7	6	0	0	0	2	3
2468	42	1188.95	8.6	71	96	3	3	0	19	6
2469	54	181.26	2.1	62	47	1	0	0	22	3
2470	55	296.1	3.6	52	44	1	0	0	5	5
2471	53	261.59	3.7	38	48	0	2	0	21	5
2472	54	662.48	5.2	43	138	4	0	3	18	1
2473	67	2819.87	10.2	340	94	0	26	0	17	12
2474	55	724.65	4.8	60	152	0	0	0	20	4
2475	41	142.18	2.4	37	39	4	25	0	7	16
2476	20	97.08	1.2	7	119	2	0	0	4	35
2477	45	163.07	1.6	90	30	6	0	0	13	5
2478	56	309.96	3.6	60	39	0	14	0	10	3
2479	44	466.62	3.3	90	75	0	19	2	11	62
2480	68	22.8	1.9	4	6	0	0	0	1	3
2481	19	90.09	3.3	34	2	6	0	0	2	31
2482	51	666.05	5.5	65	81	0	14	0	23	2
2483	33	174.02	2.2	77	5	0	0	1	6	7
2484	31	1097.46	10	71	114	32	40	0	7	16
2485	46	181.54	2.5	48	44	4	2	1	18	5
2486	26	388.97	2.6	117	139	36	13	0	12	103
2487	32	312.99	3.1	50	87	3	0	2	8	14
2488	51	606.34	6.1	48	70	8	10	0	2	3
2489	23	426.63	5.7	52	63	5	0	0	3	50
2490	27	984.98	8.2	95	89	72	2	0	9	33
2491	64	39	1.3	6	19	0	0	0	3	1
2492	28	186.51	2.4	49	53	0	0	2	26	23
2493	46	71.82	1.1	38	45	7	5	2	14	0
2494	52	356.44	3.8	62	47	0	0	2	13	4
2495	24	57.12	2.4	26	4	8	0	0	4	42
2496	58	166.26	1.5	69	77	0	0	0	20	4
2497	39	441	2.8	66	132	0	0	0	4	60
2498	54	305.2	4	48	41	0	0	0	21	5
2499	27	385	5	51	38	0	2	0	15	32
2500	30	982.04	9.2	99	85	23	21	0	0	88
2501	31	567.42	4.2	90	66	0	0	2	27	7
2502	29	139.89	1.2	59	100	0	0	1	9	24
2503	56	666.23	4.5	53	136	1	18	0	27	2
2504	25	1334.15	9	107	132	65	10	0	9	72
2505	29	443.86	5.2	55	57	0	0	0	16	47
2506	55	286.65	3	48	68	1	17	0	9	5
2507	60	324.56	3.3	44	77	3	25	0	18	5
2508	40	553.68	5.3	51	92	0	4	3	13	54
2509	51	632.92	4.8	102	63	0	4	0	25	1
2510	33	835.74	8.2	45	97	0	7	0	15	4
2511	57	499.8	6	41	61	0	3	0	1	2
2512	56	354.11	5.1	60	25	0	0	0	14	1
2513	54	460.42	5.2	33	91	2	5	0	1	5
2514	21	80.26	0.8	38	116	7	0	0	0	120
2515	55	220.92	2.4	68	34	3	4	0	1	5
2516	46	151.35	2.7	32	43	0	0	0	14	0
2517	21	282.24	3.2	52	74	0	0	0	3	45
2518	28	357.36	3.3	52	97	0	0	0	4	24
2519	29	750.6	6	80	115	27	7	0	0	74
2520	43	946.1	6.5	62	140	1	32	0	19	13
2521	30	993.94	8.2	117	82	46	12	0	2	72
2522	56	70.56	2.8	14	7	0	0	0	4	2
2523	51	139.65	2.1	62	8	0	0	2	4	1
2524	40	214.83	2.2	40	81	3	0	0	23	31
2525	38	679.14	6.3	67	59	0	35	0	14	9
2526	44	230.91	2.5	42	86	0	3	1	6	17
2527	53	498.9	4.4	96	41	4	3	0	15	3
2528	33	674.24	4.3	94	92	0	0	0	12	13
2529	30	735.73	7.7	62	62	0	0	0	15	27
2530	31	1073.88	7.6	94	95	93	33	2	4	51
2531	42	468.19	7.5	49	28	2	0	1	23	57
2532	53	667.07	6.8	46	89	0	4	3	4	5
2533	51	918.62	4.6	113	153	3	6	0	24	0
2534	45	237.22	1.9	71	96	0	0	0	6	5
2535	33	353.85	5.5	63	10	4	0	0	2	18
2536	45	417.87	4	66	71	0	25	0	16	2
2537	55	419.66	2.7	61	155	6	25	0	13	0
2538	30	614.14	7.4	60	80	24	10	0	2	130
2539	54	431.24	3.7	57	84	5	1	0	12	1
2540	57	535.11	5.3	71	58	1	0	0	6	5
2541	58	300.66	4	31	74	0	0	0	5	1
2542	19	138.32	2.6	39	37	0	0	0	1	38
2543	32	2669.28	9.6	299	128	19	67	0	45	9
2544	36	1845.76	6.4	342	60	20	38	0	17	0
2545	33	295.57	4	46	49	4	7	0	15	7
2546	41	1645.37	7	241	120	16	76	0	44	4
2547	34	605.4	7.2	65	39	4	1	0	4	55
2548	36	728.09	7	66	114	21	10	0	14	42
2549	52	10.81	1.1	3	9	0	0	0	0	0
2550	53	6.88	1.2	3	4	0	0	0	0	0
2551	25	199.76	1.4	53	150	0	0	0	10	23
2552	43	289.52	3	46	86	1	0	0	6	30
2553	41	385.07	6.5	36	40	6	42	0	8	19
2554	33	162.56	2.9	45	25	0	0	0	7	67
2555	57	238.28	2.3	42	89	0	1	0	14	1
2556	33	173.74	1.7	62	58	0	0	3	28	45
2557	44	264.16	2.9	50	72	2	42	0	5	31
2558	19	22.17	0.3	55	57	8	4	0	4	50
2559	54	622.22	7.4	57	49	6	0	3	26	2
2560	33	24.32	1.8	5	11	1	0	0	0	0
2561	56	493.17	9.8	51	7	0	0	0	1	4
2562	29	343.34	4.9	53	35	0	3	0	2	19
2563	54	126.42	1.4	64	35	8	5	0	11	4
2564	40	929.04	5.6	64	147	0	0	0	10	3
2565	52	700.86	4.5	80	130	3	5	1	21	4
2566	40	116.57	1.5	40	65	0	0	0	5	4
2567	23	607.42	6.5	20	111	5	0	0	4	27
2568	50	2373.07	5.8	459	108	35	29	3	25	10
2569	60	212.12	1.5	63	132	2	2	0	7	5
2570	39	239	1.4	86	147	0	0	0	4	49
2571	68	1756.44	8.2	163	139	8	5	0	23	9
2572	25	269.07	2.4	55	98	0	4	0	1	23
2573	20	255.95	4.9	2	79	2	4	0	7	88
2574	45	193.52	2.8	62	21	1	25	0	26	4
2575	21	62.65	0.5	58	117	8	0	0	7	20
2576	21	264.48	4.8	23	60	7	0	0	0	116
2577	29	201.61	1.5	61	125	0	0	0	27	38
2578	42	586.29	5.2	47	111	0	4	1	10	18
2579	42	27	2	4	11	0	0	0	0	0
2580	36	1114.56	7.2	110	125	46	7	1	13	93
2581	52	89.88	1.7	33	37	0	0	1	12	5
2582	55	412.01	4.9	70	33	0	42	0	20	4
2583	19	33.25	0.5	35	55	10	0	0	2	16
2584	49	138.61	1.7	65	35	2	16	0	23	2
2585	32	772.2	5.2	98	133	33	18	2	3	65
2586	42	238.49	3.6	66	11	0	14	0	10	28
2587	28	861	8.2	70	52	0	45	0	22	31
2588	50	306.6	6	46	6	4	42	2	1	5
2589	49	653.56	5.7	60	94	2	0	0	10	1
2590	20	848.26	7.3	45	116	10	2	0	2	41
2591	47	20.25	1.8	9	3	1	0	0	0	0
2592	67	36.96	2.2	5	9	0	0	0	12	1
2593	48	480.1	4.3	48	89	5	0	1	20	4
2594	57	344.74	3.3	64	74	0	1	0	14	2
2595	25	599.96	6.9	45	71	5	2	0	3	11
2596	51	255.36	1.6	55	151	0	2	0	3	4
2597	42	140.78	1.7	36	80	0	34	0	17	43
2598	27	504.7	2.8	113	97	3	9	0	15	20
2599	49	8.85	1.8	3	3	0	0	0	0	0
2600	69	125.28	2.9	20	16	0	0	0	1	1
2601	35	588.21	8.1	54	38	0	15	0	6	9
2602	57	337.36	3.2	52	91	3	0	1	24	3
2603	59	360.86	5.5	69	3	6	0	0	10	5
2604	47	1017.93	6.8	52	160	4	35	2	14	2
2605	36	259.9	2	101	62	0	6	0	20	21
2606	40	1096.2	9	60	89	0	5	2	13	32
2607	35	1220.04	8.2	132	122	37	11	2	14	104
2608	57	205.11	2.3	70	42	0	0	0	13	3
2609	57	88.29	1.1	50	55	0	0	0	15	5
2610	52	343.98	2.4	109	71	0	0	1	6	5
2611	30	221.68	4	33	40	0	25	0	14	63
2612	28	283.78	2.7	82	47	4	2	0	8	34
2613	58	44.16	1.6	11	12	0	0	0	2	3
2614	39	19.66	1.2	8	11	2	0	0	0	0
2615	60	296.52	3.5	37	80	2	1	0	9	4
2616	69	57.6	2	13	11	0	0	0	14	2
2617	37	15.48	2.1	7	2	0	0	0	0	0
2618	34	279.01	2.4	62	92	5	0	1	7	13
2619	20	7.17	0.1	43	46	27	0	0	4	11
2620	40	3131.1	12.6	299	52	8	30	6	12	10
2621	48	157.34	2	64	33	1	12	2	7	3
2622	49	669.61	4.8	71	118	2	0	0	4	4
2623	50	949.76	6.4	69	114	2	0	0	4	5
2624	33	489.5	4.7	70	61	7	0	0	0	3
2625	62	44.16	2.3	11	5	0	0	0	11	1
2626	29	533.66	3.6	92	133	93	2	2	4	124
2627	21	17.64	0.6	10	31	2	0	0	5	75
2628	41	230.91	2.5	38	91	2	0	0	9	12
2629	29	214.03	1.5	77	114	2	0	0	18	42
2630	36	298.37	3.1	39	82	1	0	0	14	16
2631	53	1399.44	9.8	61	118	0	0	0	1	1
2632	31	163.58	1.6	57	78	5	1	0	10	42
2633	43	215.39	1.7	70	83	0	24	2	5	19
2634	50	4935.73	13.2	439	141	14	22	9	48	8
2635	32	864.57	8.9	82	35	3	7	0	2	47
2636	66	52.2	2.9	6	9	0	0	0	1	0
2637	30	471.38	3.7	99	60	0	0	0	24	44
2638	23	301.68	3.7	18	106	8	0	0	2	36
2639	48	375.07	3.2	73	81	0	12	0	4	1
2640	50	548.46	4.1	39	155	0	28	1	6	5
2641	55	478.17	2.7	99	114	0	0	0	15	4
2642	43	1205.71	5.2	282	82	0	4	3	7	10
2643	68	51.84	2.7	13	3	0	0	0	2	1
2644	58	671.4	6.2	84	51	0	0	0	12	5
2645	59	416.92	3.4	97	55	3	14	0	1	4
2646	39	556.5	5.3	65	57	2	31	0	7	28
2647	31	426.54	3.1	69	118	2	9	0	14	13
2648	50	129.18	1.2	57	89	0	34	0	3	3
2649	60	155.68	1.6	45	75	0	0	3	19	5
2650	31	305	3.8	41	67	2	0	3	12	29
2651	32	457.11	4.8	56	68	5	36	0	18	29
2652	50	352.83	2.9	66	97	2	6	1	4	2
2653	45	11.47	1.4	8	2	0	0	0	0	0
2654	40	12.28	1.5	6	4	0	0	0	0	0
2655	31	749.71	4.6	137	118	87	46	2	10	122
2656	45	142.69	2.8	50	10	0	2	0	19	4
2657	52	11.14	1.7	3	5	0	0	0	0	0
2658	58	168.17	3.3	39	24	2	18	0	5	5
2659	39	642.1	6.4	70	58	1	2	0	15	23
2660	34	185.69	2.2	53	57	3	2	0	9	50
2661	62	12.24	1.7	5	1	0	0	0	1	0
2662	32	146.26	2.8	56	3	0	33	0	16	50
2663	33	343.34	2.2	65	151	4	4	0	14	16
2664	51	372.75	2.5	51	140	2	0	0	29	0
2665	25	503.33	7.3	18	78	5	2	0	0	45
2666	42	600.37	5.8	65	70	1	3	0	11	9
